faculty_code,course_number
AE,491
AFM,131
APPLS,205R
APPLS,301
APPLS,304R
APPLS,306R
CIVE,491
EMLS,101R
EMLS,102R
EMLS,110R
EMLS,129R
ENGL,109
ENGL,129R
ENGL,191
ENGL,192
ENGL,210E
ENGL,210F
ENVE,391
ENVS,201
ENVS,401
GENE,22D
GENE,315
GENE,415
HEALTH,100
HEALTH,105
MSCI,454
MUSIC,100
MUSIC,231
MUSIC,240
MUSIC,246
MUSIC,254
MUSIC,255
MUSIC,260
MUSIC,361
PHIL,145
PHIL,200J
PHIL,216
PHIL,256
PHIL,257
PSYCH,256
PSYCH,307
PSYCH,312
PSYCH,317
REC,100
SPCOM,100
SPCOM,191
SPCOM,192
SPCOM,223
