faculty_code,course_number
ANTH,106
BET,360
BET,420
BME,381
CS,492
ENVS,105
ENVS,205
ERS,215
ERS,315
GENE,22A
GEOG,203
GEOG,207
GEOG,306
GEOG,368
GSJ,205
HIST,212
MSCI,422
MSCI,442
NE,109
PACS,315
PHIL,226
PLAN,341
SOC,232
SOC,324
STV,100
STV,202
STV,205
STV,208
STV,210
STV,302
STV,304
STV,305
STV,306
SYDE,261
